 1,0312500000000000E-003	 0,0000000000000000E+000	-1,4241536458333333E-003	-3,6198556055118121E+000	-9,4997801713614301E-006	 0,0000000000000000E+000	-3,6198556055118121E+000	 0,0000000000000000E+000
 1,2979166666666666E-003	 0,0000000000000000E+000	 2,0345052083333334E-004	-2,7460973559055133E+000	-3,5763878292184210E-005	 0,0000000000000000E+000	-2,7460973559055133E+000	 0,0000000000000000E+000
 1,5625000000000001E-003	 0,0000000000000000E+000	 0,0000000000000000E+000	-3,3702103913385839E+000	-2,9058151112399671E-005	 0,0000000000000000E+000	-3,3702103913385839E+000	 0,0000000000000000E+000
 1,8270833333333333E-003	 9,4625261292705057E-002	-1,5665690104166668E-002	-2,8709199629921272E+000	 6,5654657196073793E-003	 1,2700000000000000E+004	-2,8709199629921272E+000	 0,0000000000000000E+000
 2,0937500000000001E-003	 9,4625261292705057E-002	 5,2693684895833336E-002	-3,2453877842519701E+000	 9,9311819532609032E-003	 1,2700000000000000E+004	-3,2453877842519701E+000	 0,0000000000000000E+000
 2,3625000000000000E-003	 9,4625261292705057E-002	 8,0566406250000000E-002	-2,6212747488188990E+000	 1,7090663338877529E-002	 1,2700000000000000E+004	-2,6212747488188990E+000	 0,0000000000000000E+000
 2,6270833333333333E-003	 9,4625261292705057E-002	 8,7483723958333329E-002	-2,1219843204724422E+000	 2,5831578717726678E-002	 1,2700000000000000E+004	-2,1219843204724422E+000	 0,0000000000000000E+000
 2,8937500000000001E-003	 9,4625261292705057E-002	 5,4524739583333336E-002	-2,1219843204724422E+000	 3,4050006187150941E-002	 1,2700000000000000E+004	-2,1219843204724422E+000	 0,0000000000000000E+000
 3,1604166666666668E-003	 1,8925052258541011E-001	 9,9894205729166671E-002	-2,6212747488188990E+000	 4,2113084310243534E-002	 2,5400000000000000E+004	-2,6212747488188990E+000	 0,0000000000000000E+000
 3,4250000000000001E-003	 1,8925052258541011E-001	 3,6763509114583331E-001	-2,2468069275590565E+000	 7,4030110443624689E-002	 2,5400000000000000E+004	-2,2468069275590565E+000	 0,0000000000000000E+000
 3,6916666666666669E-003	 1,8925052258541011E-001	 1,5523274739583334E-001	-9,9858085669291463E-001	 9,3356574986362045E-002	 2,5400000000000000E+004	-9,9858085669291463E-001	 0,0000000000000000E+000
 3,9583333333333337E-003	 1,8925052258541011E-001	 2,2888183593750000E-001	-2,1219843204724422E+000	 1,1324799704399624E-001	 2,5400000000000000E+004	-2,1219843204724422E+000	 0,0000000000000000E+000
 4,2270833333333336E-003	 1,8925052258541011E-001	 2,2888183593750000E-001	-2,6212747488188990E+000	 1,3024813306594668E-001	 2,5400000000000000E+004	-2,6212747488188990E+000	 0,0000000000000000E+000
 4,4937500000000003E-003	 1,8925052258541011E-001	 1,8452962239583334E-001	-2,9957425700787415E+000	 1,4917281278849528E-001	 2,5400000000000000E+004	-2,9957425700787415E+000	 0,0000000000000000E+000
 4,7541666666666670E-003	 2,8387578387811518E-001	 2,0426432291666666E-001	-1,8723391062992141E+000	 1,6839813261293757E-001	 3,8100000000000000E+004	-1,8723391062992141E+000	 0,0000000000000000E+000
 5,0208333333333337E-003	 2,8387578387811518E-001	 3,4667968750000000E-001	-1,4978712850393714E+000	 1,9164353588166066E-001	 3,8100000000000000E+004	-1,4978712850393714E+000	 0,0000000000000000E+000
 5,2874999999999997E-003	 2,8387578387811518E-001	 2,8157552083333331E-001	-1,9971617133858279E+000	 2,1959915368358410E-001	 3,8100000000000000E+004	-1,9971617133858279E+000	 0,0000000000000000E+000
 5,5541666666666665E-003	 2,8387578387811518E-001	 3,0782063802083331E-001	-2,2468069275590565E+000	 2,4765703382499923E-001	 3,8100000000000000E+004	-2,2468069275590565E+000	 0,0000000000000000E+000
 5,8208333333333332E-003	 2,8387578387811518E-001	 3,2246907552083331E-001	-2,1219843204724422E+000	 2,7483814013765756E-001	 3,8100000000000000E+004	-2,1219843204724422E+000	 0,0000000000000000E+000
 6,0854166666666669E-003	 2,8387578387811518E-001	 3,3610026041666669E-001	-2,4964521417322847E+000	 3,0092174243522446E-001	 3,8100000000000000E+004	-2,4964521417322847E+000	 0,0000000000000000E+000
 6,3520833333333337E-003	 3,7850104517082023E-001	 2,9317220052083331E-001	-2,3716295346456708E+000	 3,2732945487981430E-001	 5,0800000000000000E+004	-2,3716295346456708E+000	 0,0000000000000000E+000
 6,6229166666666667E-003	 3,7850104517082023E-001	 4,4230143229166669E-001	-1,3730486779527571E+000	 3,6312965586088902E-001	 5,0800000000000000E+004	-1,3730486779527571E+000	 0,0000000000000000E+000
 6,8875000000000004E-003	 3,7850104517082023E-001	 3,9571126302083331E-001	-1,4978712850393714E+000	 3,9881697710110403E-001	 5,0800000000000000E+004	-1,4978712850393714E+000	 0,0000000000000000E+000
 7,1541666666666663E-003	 3,7850104517082023E-001	 3,7963867187500000E-001	-1,7475164992125998E+000	 4,3462556024115345E-001	 5,0800000000000000E+004	-1,7475164992125998E+000	 0,0000000000000000E+000
 7,4187500000000000E-003	 3,7850104517082023E-001	 3,8696289062500000E-001	-9,9858085669291463E-001	 4,7093763173028502E-001	 5,0800000000000000E+004	-9,9858085669291463E-001	 0,0000000000000000E+000
 7,6854166666666668E-003	 3,7850104517082023E-001	 3,9754231770833331E-001	-1,3730486779527571E+000	 5,0666406971238209E-001	 5,0800000000000000E+004	-1,3730486779527571E+000	 0,0000000000000000E+000
 7,9500000000000005E-003	 4,7312630646352527E-001	 4,0669759114583331E-001	-1,4978712850393714E+000	 5,4239274293687245E-001	 6,3500000000000000E+004	-1,4978712850393714E+000	 0,0000000000000000E+000
 8,2166666666666673E-003	 4,7312630646352527E-001	 5,1452636718750000E-001	-2,4964521417322963E-001	 5,8698359344004636E-001	 6,3500000000000000E+004	-2,4964521417322963E-001	 0,0000000000000000E+000
 8,4854166666666671E-003	 4,7312630646352527E-001	 4,7709147135416669E-001	-1,2482260708661541E-001	 6,3141518292270038E-001	 6,3500000000000000E+004	-1,2482260708661541E-001	 0,0000000000000000E+000
 8,7520833333333339E-003	 4,7312630646352527E-001	 4,3457031250000000E-001	-2,4964521417322963E-001	 6,7596412263100070E-001	 6,3500000000000000E+004	-2,4964521417322963E-001	 0,0000000000000000E+000
 9,0187500000000007E-003	 4,7312630646352527E-001	 4,6061197916666669E-001	-3,7446782125984379E-001	 7,2087628922820601E-001	 6,3500000000000000E+004	-3,7446782125984379E-001	 0,0000000000000000E+000
 9,2812499999999996E-003	 4,7312630646352527E-001	 3,7556966145833331E-001	-8,7375824960630055E-001	 7,6439534100381101E-001	 6,3500000000000000E+004	-8,7375824960630055E-001	 0,0000000000000000E+000
 9,5479166666666664E-003	 5,6774411694825455E-001	 4,6427408854166669E-001	-7,4893564251968636E-001	 8,0901077917331077E-001	 7,6200000000000000E+004	-7,4893564251968636E-001	 0,0000000000000000E+000
 9,8145833333333331E-003	 5,6774411694825455E-001	 5,7515462239583337E-001	 4,9581339054367685E-001	 8,6076390511509293E-001	 7,6200000000000000E+004	 4,9581339054367685E-001	 0,0000000000000000E+000
 1,0081250000000000E-002	 5,6774411694825455E-001	 6,1543782552083337E-001	 3,7186004290775754E-001	 9,1301660773176896E-001	 7,6200000000000000E+004	 3,7186004290775754E-001	 0,0000000000000000E+000
 1,0347916666666667E-002	 5,6774411694825455E-001	 6,0241699218750000E-001	 2,4790669527183817E-001	 9,6616117206335639E-001	 7,6200000000000000E+004	 2,4790669527183817E-001	 0,0000000000000000E+000
 1,0612500000000000E-002	 5,6774411694825455E-001	 5,7739257812500000E-001	-1,2482131199159160E-015	 1,0188016892352634E+000	 7,6200000000000000E+004	-1,2482131199159160E-015	 0,0000000000000000E+000
 1,0879166666666667E-002	 5,6774411694825455E-001	 4,7993977864583331E-001	-1,2482131199159160E-015	 1,0714192951726393E+000	 7,6200000000000000E+004	-1,2482131199159160E-015	 0,0000000000000000E+000
 1,1143749999999999E-002	 6,6236937824095954E-001	 4,3721516927083331E-001	-1,2482131199159160E-015	 1,1241246343739508E+000	 8,8900000000000000E+004	-1,2482131199159160E-015	 0,0000000000000000E+000
 1,1412500000000001E-002	 6,6236937824095954E-001	 6,5388997395833337E-001	 1,4874401716310317E+000	 1,1846220285581721E+000	 8,8900000000000000E+004	 1,4874401716310317E+000	 0,0000000000000000E+000
 1,1679166666666666E-002	 6,6236937824095954E-001	 6,9356282552083337E-001	 1,7353468669028707E+000	 1,2451188639317949E+000	 8,8900000000000000E+004	 1,7353468669028707E+000	 0,0000000000000000E+000
 1,1945833333333333E-002	 6,6236937824095954E-001	 5,8410644531250000E-001	 1,3634868239951126E+000	 1,3056509043731117E+000	 8,8900000000000000E+004	 1,3634868239951126E+000	 0,0000000000000000E+000
 1,2210416666666666E-002	 6,6236937824095954E-001	 6,0852050781250000E-001	 1,2395334763591930E+000	 1,3659180685908270E+000	 8,8900000000000000E+004	 1,2395334763591930E+000	 0,0000000000000000E+000
 1,2477083333333333E-002	 6,6236937824095954E-001	 6,9274902343750000E-001	 8,6767343345143499E-001	 1,4266401046355708E+000	 8,8900000000000000E+004	 8,6767343345143499E-001	 0,0000000000000000E+000
 1,2760416666666666E-002	 7,5699463953366464E-001	 6,5551757812500000E-001	 1,1155801287232736E+000	 1,4908133549355105E+000	 1,0160000000000000E+005	 1,1155801287232736E+000	 0,0000000000000000E+000
 1,3010416666666667E-002	 7,5699463953366464E-001	 6,2438964843750000E-001	 1,8593002145387900E+000	 1,5552112470959731E+000	 1,0160000000000000E+005	 1,8593002145387900E+000	 0,0000000000000000E+000
 1,3277083333333333E-002	 7,5699463953366464E-001	 7,7555338541666663E-001	 2,6030203003543062E+000	 1,6234079337037834E+000	 1,0160000000000000E+005	 2,6030203003543062E+000	 0,0000000000000000E+000
 1,3543750000000000E-002	 7,5699463953366464E-001	 7,0699055989583337E-001	 2,2311602574465481E+000	 1,6922159591061510E+000	 1,0160000000000000E+005	 2,2311602574465481E+000	 0,0000000000000000E+000
 1,3806250000000001E-002	 7,5699463953366464E-001	 7,2652180989583337E-001	 2,3551136050824675E+000	 1,7597906895180364E+000	 1,0160000000000000E+005	 2,3551136050824675E+000	 0,0000000000000000E+000
 1,4072916666666666E-002	 7,5699463953366464E-001	 8,1726074218750000E-001	 2,2311602574465481E+000	 1,8295727217932676E+000	 1,0160000000000000E+005	 2,2311602574465481E+000	 0,0000000000000000E+000
 1,4339583333333333E-002	 8,5161990082636974E-001	 6,9173177083333337E-001	 2,2311602574465481E+000	 1,8991194948066079E+000	 1,1430000000000000E+005	 2,2311602574465481E+000	 0,0000000000000000E+000
 1,4606249999999999E-002	 8,5161990082636974E-001	 8,3129882812500000E-001	 3,4706937338057418E+000	 1,9784124834651668E+000	 1,1430000000000000E+005	 3,4706937338057418E+000	 0,0000000000000000E+000
 1,4962500000000000E-002	 8,5161990082636974E-001	 9,3953450520833337E-001	 3,4706937338057418E+000	 2,0824049005692657E+000	 1,1430000000000000E+005	 3,4706937338057418E+000	 0,0000000000000000E+000
